"b'OBJECTID_12_13'","b'OBJECTID'","b'DEPCODE'","b'COUNTY'","b'COUNTYNAME'","b'DATESTAMP'","b'ShapeSTAre'","b'ShapeSTLen'","b'OBJECTID_1'","b'County_1'","b'State'","b'OBJECTID_12'","b'DEPCODE_1'","b'COUNTYN'","b'PUIsTotal'","b'Age_0_9'","b'Age_10_19'","b'Age_20_29'","b'Age_30_39'","b'Age_40_49'","b'Age_50_59'","b'Age_60_69'","b'Age_70_79'","b'Age_80plus'","b'Age_Unkn'","b'C_Age_0_9'","b'C_Age_10_19'","b'C_Age_20_29'","b'C_Age_30_39'","b'C_Age_40_49'","b'C_Age_50_59'","b'C_Age_60_69'","b'C_Age_70_79'","b'C_Age_80plus'","b'C_Age_Unkn'","b'PUIAgeRange'","b'PUIAgeAvrg'","b'C_AgeRange'","b'C_AgeAvrg'","b'C_AllResTypes'","b'C_NonResDeaths'","b'PUIFemale'","b'PUIMale'","b'PUISexUnkn'","b'PUIFLRes'","b'PUINotFLRes'","b'PUIFLResOut'","b'PUITravelNo'","b'PUITravelUnkn'","b'PUITravelYes'","b'C_ED_NO'","b'C_ED_NoData'","b'C_ED_Yes'","b'C_Hosp_No'","b'C_Hosp_Nodata'","b'C_Hosp_Yes'","b'FLResDeaths'","b'PUILab_Yes'","b'TPositive'","b'TNegative'","b'TInconc'","b'TPending'","b'PUIContNo'","b'PUIContUnkn'","b'PUIContYes'","b'CasesAll'","b'C_Men'","b'C_Women'","b'C_TravelYes'","b'C_TravelNo'","b'C_TravelUnkn'","b'C_FLRes'","b'C_NotFLRes'","b'C_FLResOut'","b'T_NegRes'","b'T_NegNotFLRes'","b'T_PendRes'","b'T_PendNotRes'","b'T_total'","b'T_negative'","b'T_pending'","b'T_positive'","b'FLandNonFLDeaths'","b'EverMon'","b'MonNow'","b'Shape__Area'","b'Shape__Length'","b'Shape_Length'","b'Shape_Area'"
"51.0","51.0","66.0","b'131'","b'WALTON'","b'2000-05-16T00:00:00.000Z'","29260992908.46692","1216747.488880535","67.0","b'Walton'","b'FL'","b'51'","66.0","b'131'","51.0","4.0","1.0","7.0","3.0","11.0","8.0","9.0","8.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","3.0","0.0","0.0","b'1 to 79'","b'47'","b'20 to 79'","b'53'","7.0","0.0","25.0","26.0","0.0","46.0","5.0","0.0","19.0","11.0","21.0","6.0","0.0","4.0","7.0","0.0","3.0","0.0","42.0","10.0","32.0","0.0","9.0","10.0","20.0","9.0","10.0","5.0","5.0","5.0","5.0","0.0","7.0","3.0","0.0","30.0","2.0","9.0","0.0","51.0","32.0","9.0","10.0","0.0","4.0","4.0","2708101782.469986","370154.78128470737","370154.78169275937","2708101781.0277176"
"52.0","52.0","32.0","b'063'","b'JACKSON'","b'2000-05-16T00:00:00.000Z'","26457674355.975403","735287.597926583","32.0","b'Jackson'","b'FL'","b'52'","32.0","b'63'","30.0","1.0","0.0","6.0","6.0","4.0","8.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","b'4 to 77'","b'44'","b'33 to 33'","b'33'","0.0","0.0","13.0","12.0","5.0","28.0","2.0","0.0","9.0","15.0","6.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","24.0","1.0","23.0","0.0","6.0","11.0","3.0","3.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","22.0","1.0","6.0","0.0","30.0","23.0","6.0","1.0","0.0","6.0","6.0","2452499072.7956696","223828.32406030715","223828.32415238666","2452499073.4397054"
"53.0","53.0","67.0","b'133'","b'WASHINGTON'","b'2000-05-16T00:00:00.000Z'","17212291868.18701","801011.8798718982","68.0","b'Washington'","b'FL'","b'53'","67.0","b'133'","11.0","0.0","0.0","0.0","1.0","3.0","1.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'37 to 74'","b'58'","b'NA'","b'NA'","0.0","0.0","5.0","5.0","1.0","11.0","0.0","0.0","4.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","9.0","0.0","2.0","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","2.0","0.0","11.0","9.0","2.0","0.0","0.0","0.0","0.0","1594396648.511963","243766.0722597329","243766.0733442019","1594396648.4835668"
"54.0","54.0","45.0","b'089'","b'NASSAU'","b'2000-05-16T00:00:00.000Z'","17668341931.57727","1275144.9732740393","45.0","b'Nassau'","b'FL'","b'54'","45.0","b'89'","28.0","1.0","0.0","0.0","2.0","2.0","5.0","8.0","6.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","b'4 to 87'","b'62'","b'68 to 68'","b'68'","1.0","0.0","16.0","12.0","0.0","27.0","1.0","0.0","5.0","16.0","7.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","26.0","1.0","25.0","0.0","2.0","10.0","1.0","4.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","24.0","1.0","2.0","0.0","28.0","25.0","2.0","1.0","0.0","1.0","0.0","1641620662.328308","388721.73780126835","388721.7386334844","1641620661.9200885"
"55.0","55.0","22.0","b'043'","b'GLADES'","b'2000-05-16T00:00:00.000Z'","27470534483.12805","776973.4362410947","22.0","b'Glades'","b'FL'","b'55'","22.0","b'43'","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'69 to 69'","b'69'","b'NA'","b'NA'","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","2551976411.0045166","236757.9369281684","236757.93648255218","2551976411.0031633"
"56.0","56.0","8.0","b'015'","b'CHARLOTTE'","b'2000-05-16T00:00:00.000Z'","19647662652.403107","1306868.9610857714","8.0","b'Charlotte'","b'FL'","b'56'","8.0","b'15'","66.0","0.0","4.0","3.0","4.0","8.0","12.0","11.0","12.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","b'13 to 96'","b'59'","b'54 to 59'","b'56'","3.0","0.0","31.0","35.0","0.0","64.0","2.0","0.0","9.0","56.0","1.0","0.0","3.0","0.0","1.0","1.0","1.0","0.0","64.0","3.0","61.0","0.0","2.0","4.0","1.0","3.0","3.0","2.0","1.0","1.0","1.0","1.0","3.0","0.0","0.0","60.0","1.0","1.0","1.0","66.0","61.0","2.0","3.0","0.0","19.0","14.0","1825525431.1191864","398247.9234226863","398247.923014768","1825525430.23837"
"57.0","57.0","58.0","b'115'","b'SARASOTA'","b'2000-05-16T00:00:00.000Z'","16244595346.2406","866480.2228542519","56.0","b'Sarasota'","b'FL'","b'57'","58.0","b'115'","436.0","3.0","3.0","15.0","29.0","33.0","46.0","84.0","109.0","114.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","3.0","11.0","8.0","0.0","b'1 to 99'","b'66'","b'49 to 87'","b'72'","21.0","0.0","210.0","214.0","12.0","416.0","20.0","0.0","208.0","212.0","16.0","10.0","10.0","6.0","10.0","8.0","8.0","0.0","368.0","26.0","342.0","0.0","68.0","165.0","33.0","21.0","26.0","17.0","9.0","6.0","14.0","6.0","21.0","5.0","0.0","332.0","10.0","63.0","5.0","436.0","342.0","68.0","26.0","0.0","95.0","32.0","1509311882.5340881","264158.5064650671","264158.50634217303","1509311883.7587004"
"58.0","58.0","14.0","b'027'","b'DESOTO'","b'2000-05-16T00:00:00.000Z'","17811561535.270325","552611.7452810202","14.0","b'Desoto'","b'FL'","b'58'","14.0","b'27'","26.0","1.0","0.0","2.0","8.0","2.0","3.0","2.0","4.0","4.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","b'3 to 85'","b'51'","b'32 to 32'","b'32'","1.0","0.0","9.0","10.0","7.0","25.0","1.0","0.0","13.0","12.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","12.0","1.0","11.0","0.0","14.0","3.0","5.0","6.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","11.0","0.0","13.0","1.0","26.0","11.0","14.0","1.0","0.0","1.0","1.0","1654926851.964035","168390.78092555807","168390.78082862782","1654926851.2217004"
"59.0","59.0","18.0","b'035'","b'FLAGLER'","b'2000-05-16T00:00:00.000Z'","13936478366.769653","723300.5970949171","18.0","b'Flagler'","b'FL'","b'59'","18.0","b'35'","61.0","0.0","1.0","6.0","9.0","12.0","9.0","13.0","9.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","b'18 to 88'","b'52'","b'45 to 72'","b'61'","4.0","0.0","36.0","25.0","0.0","61.0","0.0","0.0","4.0","51.0","6.0","3.0","0.0","1.0","3.0","0.0","1.0","0.0","59.0","4.0","55.0","0.0","2.0","2.0","21.0","3.0","4.0","2.0","2.0","1.0","1.0","2.0","4.0","0.0","0.0","55.0","0.0","2.0","0.0","61.0","55.0","2.0","4.0","0.0","20.0","11.0","1294754947.5599365","220559.83871998763","220559.83931319846","1294754947.7001557"
"60.0","60.0","26.0","b'051'","b'HENDRY'","b'2000-05-16T00:00:00.000Z'","33164247954.170654","952053.3031451012","26.0","b'Hendry'","b'FL'","b'60'","26.0","b'51'","18.0","0.0","0.0","3.0","4.0","4.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'21 to 85'","b'47'","b'NA'","b'NA'","0.0","0.0","7.0","11.0","0.0","18.0","0.0","0.0","2.0","15.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","15.0","0.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","3.0","0.0","18.0","15.0","3.0","0.0","0.0","2.0","2.0","3080878042.06929","290231.1549404134","290231.1551767234","3080878042.9013915"
"61.0","61.0","31.0","b'061'","b'INDIAN RIVER'","b'2000-05-16T00:00:00.000Z'","14211052094.60205","768080.9560310334","31.0","b'Indian River'","b'FL'","b'61'","31.0","b'61'","105.0","3.0","1.0","9.0","5.0","12.0","14.0","28.0","20.0","12.0","1.0","0.0","0.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","0.0","b'0 to 105'","b'58'","b'25 to 84'","b'59'","10.0","0.0","62.0","42.0","1.0","103.0","2.0","0.0","9.0","73.0","23.0","8.0","1.0","2.0","9.0","1.0","1.0","0.0","100.0","11.0","89.0","0.0","5.0","20.0","3.0","10.0","11.0","4.0","7.0","6.0","4.0","1.0","10.0","1.0","0.0","88.0","1.0","5.0","0.0","105.0","89.0","5.0","11.0","0.0","10.0","0.0","1319798862.4931946","234087.65313067942","234087.6531702168","1319798862.762516"
"62.0","62.0","6.0","b'011'","b'BROWARD'","b'2000-05-16T00:00:00.000Z'","33839548761.03601","958026.0618965436","6.0","b'Broward'","b'FL'","b'62'","6.0","b'11'","2614.0","41.0","76.0","326.0","417.0","407.0","502.0","423.0","256.0","162.0","4.0","2.0","15.0","50.0","37.0","35.0","65.0","50.0","31.0","25.0","1.0","b'0 to 99'","b'50'","b'0 to 96'","b'50'","298.0","0.0","1429.0","1153.0","32.0","2561.0","53.0","0.0","479.0","1864.0","271.0","85.0","116.0","110.0","161.0","105.0","45.0","3.0","2432.0","311.0","2120.0","1.0","182.0","231.0","304.0","320.0","311.0","185.0","122.0","88.0","108.0","115.0","298.0","13.0","0.0","2084.0","37.0","179.0","3.0","2614.0","2121.0","182.0","311.0","3.0","270.0","115.0","3142374056.0130463","291881.8460571831","291881.846411049","3142374055.8023653"
"63.0","63.0","17.0","b'033'","b'ESCAMBIA'","b'2000-05-16T00:00:00.000Z'","19152061307.820435","1448408.4043588135","17.0","b'Escambia'","b'FL'","b'63'","17.0","b'33'","134.0","3.0","7.0","22.0","19.0","24.0","23.0","21.0","11.0","4.0","0.0","0.0","0.0","1.0","2.0","1.0","4.0","1.0","1.0","0.0","0.0","b'5 to 94'","b'46'","b'25 to 76'","b'49'","10.0","0.0","81.0","52.0","1.0","129.0","5.0","0.0","14.0","114.0","6.0","2.0","8.0","0.0","5.0","5.0","0.0","0.0","128.0","10.0","118.0","0.0","6.0","14.0","6.0","5.0","10.0","7.0","3.0","1.0","3.0","6.0","10.0","0.0","0.0","113.0","5.0","6.0","0.0","134.0","118.0","6.0","10.0","0.0","22.0","0.0","1767890300.4020615","439974.1695498056","439974.16918644134","1767890299.4839633"
"64.0","64.0","47.0","b'093'","b'OKEECHOBEE'","b'2000-05-16T00:00:00.000Z'","24844271086.360718","893974.023125111","47.0","b'Okeechobee'","b'FL'","b'64'","47.0","b'93'","21.0","0.0","1.0","2.0","3.0","0.0","3.0","5.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'13 to 82'","b'57'","b'NA'","b'NA'","0.0","0.0","12.0","9.0","0.0","21.0","0.0","0.0","13.0","2.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","17.0","0.0","4.0","16.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","4.0","0.0","21.0","17.0","4.0","0.0","0.0","1.0","1.0","2307690905.7004547","272539.6773340452","272539.67629602243","2307690906.295371"
"65.0","65.0","19.0","b'037'","b'FRANKLIN'","b'2000-05-16T00:00:00.000Z'","15589551427.407349","1467124.864095777","19.0","b'Franklin'","b'FL'","b'65'","19.0","b'37'","11.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'7 to 83'","b'60'","b'NA'","b'NA'","0.0","0.0","5.0","6.0","0.0","11.0","0.0","0.0","3.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","11.0","0.0","0.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","11.0","11.0","0.0","0.0","0.0","0.0","0.0","1445840682.5678864","446544.2459920256","446544.2453910419","1445840680.7493558"
"66.0","66.0","1.0","b'001'","b'ALACHUA'","b'2000-05-16T00:00:00.000Z'","27023240533.17932","892726.5585579373","1.0","b'Alachua'","b'FL'","b'66'","1.0","b'1'","669.0","33.0","27.0","182.0","101.0","70.0","73.0","74.0","61.0","36.0","12.0","1.0","0.0","16.0","5.0","3.0","5.0","7.0","0.0","0.0","0.0","b'0 to 118'","b'42'","b'2 to 69'","b'38'","34.0","0.0","399.0","262.0","8.0","666.0","3.0","0.0","173.0","471.0","25.0","8.0","23.0","6.0","12.0","20.0","5.0","0.0","627.0","37.0","590.0","0.0","42.0","27.0","24.0","5.0","37.0","16.0","21.0","11.0","9.0","17.0","34.0","3.0","0.0","590.0","0.0","42.0","0.0","669.0","590.0","42.0","37.0","0.0","11.0","1.0","2510756491.26947","272135.4714521838","272135.4718058137","2510756491.005769"
"67.0","67.0","55.0","b'109'","b'ST. JOHNS'","b'2000-05-16T00:00:00.000Z'","17847916417.167236","1130719.7311129514","58.0","b'St. Johns'","b'FL'","b'67'","55.0","b'109'","291.0","8.0","4.0","28.0","61.0","50.0","40.0","46.0","32.0","21.0","1.0","0.0","0.0","2.0","2.0","7.0","4.0","5.0","2.0","0.0","0.0","b'1 to 96'","b'50'","b'21 to 76'","b'51'","20.0","0.0","167.0","117.0","7.0","288.0","3.0","0.0","89.0","167.0","35.0","4.0","4.0","14.0","11.0","5.0","6.0","1.0","265.0","22.0","243.0","0.0","26.0","61.0","38.0","46.0","22.0","18.0","4.0","6.0","10.0","6.0","20.0","2.0","0.0","242.0","1.0","26.0","0.0","291.0","243.0","26.0","22.0","1.0","19.0","4.0","1658206648.510315","344848.2482203846","344848.2487804243","1658206648.3713312"
"68.0","999.0","999.0","b'999'","b'Unknown'","b''","b''","b''","64.0","b'Unknown'","b'FL'","b'68'","999.0","b'999'","4.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'33 to 69'","b'52'","b'NA'","b'NA'","0.0","0.0","3.0","1.0","0.0","1.0","3.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","2.0","1.0","426757389.66345215","73231.29212866008","73231.29212866008","426757389.6640079"
